Slot,Name,Minimum Turn Playable,Cost,Melee/Ranged,Type,Subtype,Effectiveness,Rules,Flavor,Attack Power,Health,Image,Artist,Notes
CIV.G4,Ballistic Pistol,1,2,,Asset,Equipment <u>Gun</u>,,<u>Ammo 10</u> (Whenever the attached asset attacks or intercepts٫ reduce ~'s ammo by 1 [to a minimum of 0.] Instead of firing an ammo you may treat ~ as if it had ammo 0 until end of turn.)٫ <u>Gun</u> (As long as ~ has ammo remaining٫ the attached asset is ranged.)٫ <u>Tradeable</u>\nAs long as ~ has ammo remaining٫ the attached asset gets +1/+0.,,,,,,
CIV.G5,Angel's Katana,2,2NN,,Asset,Equipment <u>Sword</u>,,<u>Tradeable</u> (Once each turn while reorganizing units٫ you may pay ~'s cost٫ if you do choose another asset to attach ~ to.)٫ <u>Sword</u> (The attached asset is melee and anything that would make it ranged is negated as long as ~ is attached.)\nWhen ~ enters the battlefield٫ choose a combatant to attach it to.\nThe attached combatant gets +2/+0٫ and <u>Permanence</u> (Damage the attached asset deals is not removed at end of turn.),,,,,,
CIV.N2,Battle Angel,4,NNNNNN\nNN,Melee,Asset,Human Female Gladiator,,<u>Armed -- `Angel's Katana`</u> (~ enters with an `Angel's Katana` attached.),,3.0,4.0,,,
CIV.U2,Augmented Psycho,4,4UUU,Ranged,Asset,Augmented Criminal,,<u>Reckless</u> (~ can't intercept),,7.0,1.0,,,
CIV.M3,Adrenaline Raddled Pilot,4,4MMM,Melee,Asset,Human Spacecorp,,<u>Airdrop</u> (You may choose to have ~ deploy immediately [no deployment period]٫ but you have a 25% to <u>Forfeit</u> it unless you pay half of its cost again [rounded up.]),,5.0,3.0,,,
CIV.V3,Battle Drone,4,5VV,Ranged,Asset,Drone,,<u>Armor 4</u> (Negate the first 4 damage ~ would take each turn.),,4.0,4.0,,,
CIV.O2,Inexhaustible Detective,4,4OOO,Melee,Asset,Human Police,,<u>Armed -- `Ballistic Pistol`</u> (~ enters with a `Ballistic Pistol` attached.)٫ <u>Inexhaustible</u> (Attacking and intercepting for the first time each turn doesn't utilize ~.),,4.0,4.0,,,
CIV.I2,Personal Defense Drone,3,2III,Ranged,Asset,Drone,,<u>Flying</u> (~ can only be intercepted by assets with ranged or flying. If ~ is intercepting you may choose another adjacent combatant or commander you control٫ that is not also intercepting٫ to take the damage instead.),,2.0,4.0,,,
CIV.O3,Imparter of Wisdom,3,3OO,Melee,Asset,Human Police Teacher,,<u>Once</u> (As you activate this effect٫ remove it from this card): All other combatants without effects permanently get +2/+2.,,2.0,2.0,,,
CIV.NV1,Trash Collector,1,NV,Melee,Asset,Human Civilian,,[T]: Look at the top card of your deck٫ you may put it into your discard pile.\n[T]٫ Remove a card in your discard pile from the game: Add one energy of any of its types to your bank.,,1.0,1.0,,,
CIV.V4,Farmer,1,V,Melee,Asset,Human Farmer,,<u>Once</u> (As you activate this effect٫ remove it from this card): Add one energy of any type to your bank.,,1.0,1.0,,,
CIV.G6,Corpse Wearing Demon,5,4G,Melee,Asset,Demon,,([G] must be paid with energy from an explicitly generic source.)\n<u>Unfundable</u> (Banked energy can't be spent to deploy ~. Instead you must utilize generators as part of its cost.)\nWhenever ~ attacks٫ you may place a card in your discard pile under ~.\n~ has all keywords of cards under it.,An eternal war wages in the shadows...,5.0,3.0,,,
CIV.G7,Guardian Angel,7,5GG,Melee,Asset,Angel,,([G] must be paid with energy from an explicitly generic source.)\n<u>Unkillable</u> (~ can't be killed.)٫ <u>Unfundable</u> (Banked energy can't be spent to deploy ~. Instead you must utilize generators as part of its cost.)\n[T]: Transfer ~'s <u>Unkillable</u> to another combatant.,...One the humans must never learn of.,4.0,4.0,,,
CIV.MO1,Morale,3,4M/O,,Effect,Emotion,,Choose a combatant type٫ all assets of that type permanently get +1/+1.,"“When strong٫ avoid them. If of high morale٫ depress them. Seem humble to fill them with conceit..."" ~Sun Tzu",,,,,
CIV.G8,Training Dummy,1,2,Ranged,Asset,<u>Virtual</u> Soldier,,<u>Virtual</u> (Virtual cards can only interact with and choose other virtual cards [this includes commanders].),,0.0,1.0,,,
CIV.G9,Virtual Enhancement,1,2,,Effect,<u>Virtual</u> Virtual,,<u>Virtual</u> (Virtual cards can only interact with and choose other virtual cards [this includes commanders].)\nChoose a virtual asset to permanently get +1/+1.,,,,,,
