Slot,Name,Minimum Turn Playable,Cost,Melee/Ranged,Type,Subtype,Effectiveness,Rules,Flavor,Attack Power,Health,Image,Artist,Notes
SRA.I5,AI Overload,3,4I,,Effect,Virus,,Choose an AI to be <u>Forfeit</u> (The AI's owner puts the specified asset into their discard pile.) by its owner.,,,,,,
SRA.I6,SQL Injection Attack,2,IIII,,Effect,<u>Response</u>,,<u>Response</u> (You may deploy ~ during response windows.)\n<u>Card Hack</u> (Choose a card on the stack٫ send it to its owner's discard pile٫ none of its effects occur.)\n~ costs [I][I] less to cast if you didn't go first.,,,,,,
SRA.I7,Spy Drone,1,I,Melee,Asset,Drone,,<u>Flying</u> (~ can only be intercepted by assets with ranged or flying. If ~ is intercepting you may choose another adjacent combatant or commander you control٫ that is not also intercepting٫ to take the damage instead.)\nA deck may have any number of ~s in it.,"""Mom do you think this will do the trick?"" ~Jonathan Arigotti",0.0,1.0,,,
SRA.I8,Jonathan Arigotti,2,2I,Melee,R. Asset,Human Male Child Hacker,,(Becomes `Go Little Guy! Go!` if you already control ~.)\nDrones you control have +1/+0 and <u>Hacker 2</u> (Whenever that drone deals damage to a commander٫ look at the top two cards of its owner's deck٫ then put one of them into your hand.),After my best friend's dad died I convinced my parents to take her in.,1.0,3.0,,,
SRA.I8b,Go Little Guy! Go!,2,3I,,R. Effect,<u>Personal</u> ,0.0,<u>Response</u> (You may deploy ~ during response windows.)\nCreate a <u>Transient</u> `Spy Drone` on the battlefield with a random effect from a revealed combatant in an opponent's hand or library.\n<u>Personal</u> (Shuffle `Jonathan Arrigotti` back into your deck.),"""Jon if another one blows up in my face... we are finished! F I N I S H E D!"" ~Sara Anthony",,,,,
SRA.OI1,The Day Dad Disappeared,3/4,3+,,Effect,<u>Decision</u>,,<u>Decision</u> (You may choose one or more٫ this card's cost is the sum total of its base cost plus all decisions made.)\n-> <u>Take Him Away -- [2][O][O][+]</u> Choose an asset to remove from the game.\n-> <u>Wipe Her Mind -- [I][I][+]</u> Choose an asset to return to its owner's hand٫ remove all modifications from it.,"""Listen men٫ Keith Anthony has been deemed a threat to national security. He is to be considered armed and dangerous٫ make this mission fast and efficient! In and out before he even knows we are there."" ~Lilly Coleson٫ Canadian Ministry of Truth",,,,,
SRA.NI1,A Job Too Risky,2/6,2+,,Effect,<u>Decision</u>,,<u>Decision</u> (You may choose one or more٫ this card's cost is the sum total of its base cost plus all decisions made.)\n-> <u>Governmental Re-education -- [8][I][I][+]</u> Choose an asset to permanently gain control of.\n-> <u>Go After the Girl! -- [N][+]</u> Choose an asset to permanently gain <u>Sluggish</u> (That asset deals damage after other combatants.),The worst part was having to explain to Marina what happened to her son.,,,,,
SRA.NI2,Self Destructive Hacking,4,3III,,Effect,Latent,,Whenever you resolve an effect٫ draw X cards (X is one plus the number of times ~ has seen the effect resolve.)\nWhenever you draw a card٫ your commander loses 2 morale unless you pay [N][N].,This was too much: her mother٫ her father٫ and now her best friend.,,,,,
SRA.M1,Marina Arigotti٫ Femme Fatale,5,MMMMM\nMMMMM,Melee,R. Asset,Human Female Civilian Operative,,(Becomes `Marina's Charm` if you already control ~@.)\n<u>Armed -- `PDW`</u> (~ enters with a `PDW` attached.)٫ <u>Graceful</u> (~@ can't be intercepted by assets with lesser Attack Power.)\nWhen ~ enters Choose an <u>Explicitly Male</u> (It must say Male in its type.) asset to gain control of until ~ leaves.\nIf ~@ has a <u>Gun</u> she gets +3/+3.,"""There is no weapon more dangerous than a beautiful woman in a room full of powerful men. Well boys.. I'm here.""",1.0,1.0,,,
SRA.M1b,Marina's Charm,2,2MM,,R. Effect,<u>Personal</u> <u>Response</u>,0.0,<u>Append to Effect [M][M][M][M][M]</u> (You may spend [M][M][M][M][M] to add this card's effects to an effect on the stack. Remove its effects from that card after it has resolved.)٫ <u>Response</u> (You may deploy ~ during response windows.)\nChoose a Male asset to gain control of until end of turn.\n<u>Personal</u> (Shuffle `Marina Arigotti٫ Femme Fatale` back into your deck.),"""Sara this needs to stop! Cops where just at the door again٫ I need to see some initiative from you٫ all this hacking business needs to stop! $700... rent... its due in a week٫ or I want to see some bags...""",,,,,
SRA.G4,Wealthy Connections,2,4,,Asset,Latent,,At the beginning of each turn create a <u>Transient</u> (If ~ would enter your discard pile٫ instead remove it from the game.) <u>Fleating</u> (Discard it at end of turn.) `Savings`.,"""...Where can you get money if you don't hack? Come now child don't cry... I might know a few ways to earn an honest living."" ~Marina Arigotti",,,,,
SRA.I9,Curfew,3,3III,,Effect,,,Choose an asset then return all assets with the same name to their owners' hands٫ they lose all modifications.,"""Okay Sara! Time for bed! Be sure to put all your toys away"" ~Keith Anthony",,,,,
SRA.I10,Prototype Autonomous Humanoid Assault Drone Mark V,6,8IIII,Ranged,R. Asset,Drone Female Police,,(Becomes `Mark V Detonation` if you already control ~.)\n<u>Flying</u> (~ can only be intercepted by assets with ranged or flying. If ~ is intercepting you may choose another adjacent combatant or commander you control٫ that is not also intercepting٫ to take the damage instead.)\nWhen ~ leaves add [I][I][I] to your energy bank.,The development of the Mark V was the perfect secret. And its discoverers the perfect test mission...,5.0,2.0,,,
SRA.I10b,Mark V Detonation,0,0,,R. Effect,,0.0,As an additional cost to deploy ~٫ <u>Forfeit</u> (The drone's owner puts the specified asset into their discard pile.) a drone you control.\n~ deals X damage to any target (X is the attack power of the forfeit drone.)\n(Do not shuffle another `Prototype Autonomous Humanoid Assault Drone Mark V` into your deck.),...unfortunately the mission ended rather electromagnetically.,,,,,
SRA.I11,Dark Web Information Broker,2,1II,,Asset,AI Operative,,Whenever you resolve a card owned by another player٫ that player's commander loses 1 morale.\nIf ~ is <u>Embodied</u> (Inside a vehicle.) that player instead loses 2 morale and you create a `Savings` in your hand.,All the corpos want information on all the others. Information brokers make a fortune sitting in between.,,,,,
SRA.O1,Ministry of Truth Enforcer,4,4OOOO,Melee,Asset,Augmented Human Police,,<u>Armed -- `Enigmatic Railgun`</u> (~ enters with a `Enigmatic Railgun` attached.),"""We thoroughly searched Mr Anthony's house for information contraband. His personal computer and other devices have been confiscated. So far we have discovered no evidence of any wrongdoing..."" ~Lilly Coleson٫ Arrest Report",2.0,2.0,,,
SRA.I12,Skiddy,1,I,Melee,Asset,Human Child,,<u>Hacker 3</u> (Whenever ~ deals damage to a commander٫ look at the top three cards of its owner's deck٫ then put one of them into your hand.)\nAs long as you control a Hacker with greater attack power٫ ~ gains <u>Stealth</u> (~ can't be intercepted).,"Most ""hackers"" just use other people's scripts.",1.0,1.0,,,
